id	avg.extra	avg.ems	avg.agree	avg.consc	avg.open	avg.naturalness	realization
ems_low-compare2-Old_San_Juan-Veselka-1	5.500	3.250	2.750	2.250	2.750	5.000	I might be wrong. Old San Juan is located in Ma-Manhattan. This restaurant, which features bad service, is a latin american place! I mean, actually, Veselka is located in Manhattan. Err... this eating place, which provides like, bad staff, is an east european place.
ems_low-compare2-Scopa-Shabu-Tatsu-1	3.250	2.750	5.250	3.250	3.500	4.000	I might be wrong. I might re-re-recommend Sc-Sc-Scopa and Shabu-Tatsu! Scopa has... it provides bad atmosphere, but it features like, nice service, though. It's an it-it-italian and new american place. I mean, Shabu-Tatsu is a japanese place. Even if the service is damn nice, it offers re-re-really bad atmosphere.
ems_low-compare2-Soul_Fixins_-Walker_s-1	5.500	3.500	2.500	4.250	2.500	2.000	I don't know. Soul Fixins' and Walker's are the only places I would approve. Even if Walker's's price is 25 dollars, it provides like, bad service! Actually, I mean, it's a bar snacks place. Soul Fixins' is a southern place with really bad service.
ems_low-recommend-Cent_anni-1	4.000	3.500	3.750	2.750	2.750	2.000	I am not really sure. Cent'anni is the only restaurant I would recommend. It's an italian place. It offers bad at-at-atmosphere, but it features like, nice waiters, though. It provides good food. I mean, it's bloody expensive. Err... its price is 45 dollars.
ems_low-recommend-Chimichurri_Grill-1	4.000	4.000	5.000	4.250	3.250	4.000	I am not sure! I mean, Ch-Chimichurri Grill is the only place I would recommend. It's a latin american place. Err... its price is... it's damn ex-expensive, but it pr-pr-provides like, adequate food, though. It offers bad atmosphere, even if it features nice waiters.
ems_low-recommend-Edgar_s_Cafe-1	4.500	3.000	4.750	3.500	2.750	1.500	I might be wrong. Ed-Ed-Edgar's Cafe is the only place I would approve. Although it's cheap, it features bad waiters. It provides like, really nice food! Err... it's a cafe restaurant. Actually, this restaurant, which offers poor ambience, is in Manhattan.
ems_low-recommend-Flor_De_Mayo-1	4.000	3.000	3.750	3.250	2.250	2.000	I mean, I am not really sure. Fl-Flor De Mayo is the only place I would recommend. It's a chinese and latin american place! Ac-ac-actually, this restaurant, which features poor atmosphere although it provides like, nice food, is located in the Upper West Side with bad service.
ems_low-recommend-Jin_Dal_Lae-1	6.000	2.250	4.500	3.250	2.500	2.000	I might be damn wrong. Jin Dal Lae is the only place I would recommend. It's in The Bronx! Ac-actually, it's a korean restaurant with bad service. I mean, it features... it provides like, poor ambience.
ems_low-recommend-John_s_Pizzeria-1	4.500	3.500	3.500	4.000	4.500	2.500	I am not sure. I mean, John's Pizzeria is the only restaurant I would recommend. Even if it offers good food, it provides bad service. Err... it features like, really poor atmosphere, but it's bloody cheap though. It's an it-italian and pizza place and in Midtown.
ems_low-recommend-Pepolino-1	4.000	4.250	5.000	3.750	4.250	4.500	I mean, I am not really sure. Pepolino is the only restaurant I would recommend. It provides poor atmosphere, but it offers friendly service though. Its price is 39 dollars, but it features like, tasty food, though. It's located in TriBeCa/SoHo. Err... actually, it's an italian place.
ems_low-recommend-Pietro_s-1	3.000	2.000	3.500	3.750	2.250	2.000	Ac-ac-actually, I might be wrong. Pietro's is the only place I would recommend. Err... it features nice waiters, it's in Mi-Midtown West and the atmosphere is damn bad. It's... although it provides like, really good food, its price is 56 dollars.
ems_low-recommend-Trattoria_Rustica-1	6.250	2.000	4.250	4.500	4.250	5.000	I am not sure. Trattoria Rustica is the only re-re-restaurant I would approve! Actually, this eating place, which is an italian place, is in Manhattan. Err... its price is 35 dollars, but it fe-fe-features friendly waiters though. It provides like, really poor at-atmosphere.
ems_low-recommend-Vinnie_s_Pizza-1	2.250	4.500	3.250	4.500	2.000	3.000	I don't know. Ac-ac-actually, I would ap-ap-approve Vinnie's Pizza. It's a pizza place. Even if it's bloody cheap, I mean, it features like, really bad ambience. It provides rude staff.
extra_high-KashiVishwanath-eastvillagejapanese_compare2-2	6.667	n/a	n/a	n/a	n/a	6.667	Actually, Japonica has friendly waiters and acceptable ambience, pleasant atmosphere, it's a japanese and sushi place, you know, Dojo is a japanese and vegetarian restaurant, the servers are rude and the ambiance is kind of poor.
extra_high-KashiVishwanath-eastvillagejapanese_compare2-3	4.667	n/a	n/a	n/a	n/a	6.333	Japonica just has kind of nice servers, the atmosphere is acceptable, Dojo is a japanese and vegetarian place, the waiters are bad and the ambience is poor.
extra_high-KashiVishwanath-french_compare3-2	6.333	n/a	n/a	n/a	n/a	5.667	I am sure you would like Daniel and Aureole. Daniel just has wonderful servers and the ambience is lovely. The food is kind of brilliant, even if it's expensive. Aureole features great service and the atmosphere is beautiful. The food is excellent, even if it's costly.
extra_high-KashiVishwanath-french_compare3-3	7.000	n/a	n/a	n/a	n/a	7.000	I am sure you would like Daniel and Aureole, you know. Aureole has really great food, the servers are wonderful and the atmosphere is beautiful. Daniel has great service with lovely atmosphere. Even if it's expensive, the food is excellent.
extra_high-KashiVishwanath-upperwestsideasian_compare2-2	5.167	n/a	n/a	n/a	n/a	6.333	Actually, Monsoon is a vietnamese restaurant with nice ambience, Lemongrass Grill is a thai place, you know and it has poor atmosphere.
extra_high-KashiVishwanath-upperwestsideasian_compare2-3	5.833	n/a	n/a	n/a	n/a	6.000	Basically, Monsoon has acceptable atmosphere, the atmosphere is nice, you know, it's a vietnamese place, Lemongrass Grill is a thai restaurant and the ambience is kind of poor.
extra_high-KashiVishwanath-upperwestsideasian_recommend-2	6.000	n/a	n/a	n/a	n/a	5.000	I am really sure you would like Ruby Foo's, you know. The atmosphere is just good with tasty food and it's a chinese, japanese and thai place with nice service.
extra_high-KashiVishwanath-upperwestsideasian_recommend-3	5.500	n/a	n/a	n/a	n/a	6.000	I am sure you would like Ruby Foo's, it's one of my favourite places. Actually, the atmosphere is just good, it has good food and the service is nice.
extra_high-OwenRambow-cheap_recommend-2	6.500	n/a	n/a	n/a	n/a	6.333	I am sure you would like Amy's Bread. Basically, its price is 12 dollars, it's cheap, you know, the food is good and the servers are friendly.
extra_high-OwenRambow-cheap_recommend-3	6.000	n/a	n/a	n/a	n/a	6.333	I am sure you would like Amy's Bread. Even if the atmosphere is poor, it's cheap. It has good food and kind of nice servers, you know.
extra_high-OwenRambow-eastvillagejapanese_compare2-2	5.667	n/a	n/a	n/a	n/a	6.333	Dojo's price is around 14 dollars and it has poor atmosphere. Even if Japonica is expensive, the food is good, you know. Basically, the ambience is nice.
extra_high-OwenRambow-eastvillagejapanese_compare2-3	6.000	n/a	n/a	n/a	n/a	2.333	Japonica has kind of good food, even if its price is 37 dollars. Even if Dojo just has poor atmosphere, its price is 14 dollars. The food is nice, the food is just adequate.
extra_high-OwenRambow-italianwestvillage_recommend-2	6.500	n/a	n/a	n/a	n/a	6.000	I am sure you would like John's Pizzeria, it's one of my favourite places. It's cheap. Even if the atmosphere is just bad, it has really good food.
extra_high-OwenRambow-italianwestvillage_recommend-3	6.333	n/a	n/a	n/a	n/a	5.333	I am really sure you would like John's Pizzeria. Its price is 20 dollars. Even if the atmosphere is bad, actually, it has good food, good food.
extra_high-OwenRambow-midtownwest_compare3-2	6.167	n/a	n/a	n/a	n/a	5.667	I am sure you would like John's Pizzeria and Daily Soup. John's Pizzeria's price is around 20 dollars and the service is friendly. It has like, good food, even if the atmosphere is poor. Daily Soup's price is 10 dollars, even if the ambience is bad, you know. The food is acceptable and the staff is rude.
extra_high-OwenRambow-midtownwest_compare3-3	5.667	n/a	n/a	n/a	n/a	5.333	I am sure you would like John's Pizzeria and Daily Soup. John's Pizzeria is inexpensive with friendly waiters, isn't it? The food is good, even if the ambience is bad. Daily Soup is cheap, even if it has poor atmosphere. Even if the servers are rude, basically, the food is just nice.
extra_high-OwenRambow-midtownwest_recommend-2	6.500	n/a	n/a	n/a	n/a	7.000	Basically, I am sure you would like Azuri Cafe, it's one of my favourite places. Even if the atmosphere is bad, it's cheap. Actually, it just has good food and bad servers.
extra_high-OwenRambow-midtownwest_recommend-3	6.000	n/a	n/a	n/a	n/a	3.333	I am sure you would like Azuri Cafe. The food is just good, it's a kind of kosher and vegetarian place and the servers are bad. It's cheap, even if it has poor atmosphere.
extra_high-OwenRambow-upperwestsideasian_compare2-2	5.333	n/a	n/a	n/a	n/a	5.667	Lemongrass Grill's price is 22 dollars, even if the ambiance is poor. Monsoon is kind of low-cost and the atmosphere is acceptable, it features pleasant ambience.
extra_high-OwenRambow-upperwestsideasian_compare2-3	5.667	n/a	n/a	n/a	n/a	5.667	Yeah, Lemongrass Grill's price is 22 dollars, even if the ambience is just really poor. Monsoon is low-cost and the atmosphere is nice.
extra_high-OwenRambow-upperwestsideasian_recommend-2	6.333	n/a	n/a	n/a	n/a	5.667	I am sure you would like Flor De Mayo, you know. The food is kind of good, the food is tasty, it has nice servers, it's in Uptown Manhattan and it's a chinese and latin american place. Its price is around 18 dollars, even if the atmosphere is poor.
extra_high-OwenRambow-upperwestsideasian_recommend-3	5.667	n/a	n/a	n/a	n/a	3.333	Flor De Mayo is one of my favourite restaurants, isn't it? It just has really good food, the service is nice and it's just located in Uptown Manhattan and a chinese and latin american place. Even if the atmosphere is poor, its price is 18 dollars.
extra_high-RachelOstrand-cheap_compare3-2	5.667	n/a	n/a	n/a	n/a	5.667	I am sure you would like Ferrara, Mangia and Joe's Shanghai. Ferrara's price is 17 dollars, you know, the food is good, Mangia just has good food, its price is around 20 dollars, Joe's Shanghai has good food and it's low-cost.
extra_high-RachelOstrand-cheap_compare3-3	6.000	n/a	n/a	n/a	n/a	6.000	Basically, I am sure you would like Ferrara, Mangia and Joe's Shanghai. Ferrara is cheap, its price is around 17 dollars, it just has dainty food and nice ambience, Mangia features tasty food, it's inexpensive, the ambiance is acceptable, Joe's Shanghai's price is 23 dollars and it has good food and poor atmosphere.
extra_high-RachelOstrand-eastvillagejapanese_compare2-2	4.500	n/a	n/a	n/a	n/a	6.000	Yeah, basically, Japonica features kind of good food, the atmosphere is acceptable and it's a japanese and sushi place. Dojo has adequate food, even if the ambience is really poor.
extra_high-RachelOstrand-eastvillagejapanese_compare2-3	5.833	n/a	n/a	n/a	n/a	6.000	Yeah, Japonica has nice food, the atmosphere is pleasant and it's a japanese and sushi place. Dojo is a japanese and vegetarian restaurant, isn't it? Even if the ambience is poor, actually, the food is kind of acceptable.
extra_high-RachelOstrand-eastvillagejapanese_recommend-2	5.667	n/a	n/a	n/a	n/a	6.333	I am sure you would like Bond Street, you know. Basically, the food is great and the atmosphere is good with friendly service.
extra_high-RachelOstrand-eastvillagejapanese_recommend-3	6.667	n/a	n/a	n/a	n/a	7.000	Yeah, Bond Street is the best place. The atmosphere is good, it has nice service and it's a japanese and sushi place. Even if it's expensive, you know, the food is great.
extra_high-RachelOstrand-french_recommend-2	6.167	n/a	n/a	n/a	n/a	6.667	Basically, actually, I am sure you would like Le Marais. It features friendly service and acceptable atmosphere and it's a french, kosher and steak house place. Even if its price is 44 dollars, it just has really good food, nice food.
extra_high-RachelOstrand-french_recommend-3	6.000	n/a	n/a	n/a	n/a	6.667	I am sure you would like Le Marais, you know. The atmosphere is acceptable, the servers are nice and it's a french, kosher and steak house place. Actually, the food is good, even if its price is 44 dollars.
extra_high-RachelOstrand-midtownwest_recommend-2	5.667	n/a	n/a	n/a	n/a	4.667	Actually, I am sure you would like Chanpen Thai, it's the best place. The service is nice, the food is just kind of adequate, its price is 24 dollars, it has acceptable atmosphere and it's a thai restaurant.
extra_high-RachelOstrand-midtownwest_recommend-3	6.167	n/a	n/a	n/a	n/a	5.667	I am sure you would like Chanpen Thai, you know. Actually, the waiters are friendly, the staff is acceptable, and it's low-cost with really adequate food and pleasant ambience.
extra_high-RachelOstrand-upperwestsideasian_recommend-2	6.167	n/a	n/a	n/a	n/a	6.000	Actually, I am sure you would like River. The food is acceptable, it has nice service, the atmosphere is pleasant and it's kind of expensive.
extra_high-RachelOstrand-upperwestsideasian_recommend-3	6.833	n/a	n/a	n/a	n/a	6.333	I am really sure you would like River. Actually, the food is nice, the service is friendly, it's a thai and vietnamese place with acceptable atmosphere and it isn't cheap.
extra_high-VanessaMurdock-cheap_compare3-2	6.167	n/a	n/a	n/a	n/a	5.667	I would recommend Joe's Shanghai and Dishes. Dishes is cheap, even if the atmosphere is poor. It's a new american place with good food. Actually, Joe's Shanghai's price is 23 dollars and it's a chinese restaurant. The food is nice. Basically, the ambience is just bad.
extra_high-VanessaMurdock-cheap_compare3-3	6.167	n/a	n/a	n/a	n/a	5.333	Yeah, I would recommend Joe's Shanghai and Dishes, wouldn't you? Basically, Dishes has good food. Actually, its price is 14 dollars, even if the atmosphere is poor. Joe's Shanghai is affordable and it's a kind of chinese place. Even if the atmosphere is bad, it has good food, good food.
extra_high-VanessaMurdock-cheap_recommend-2	5.833	n/a	n/a	n/a	n/a	5.667	Basically, I am sure you would like Amy's Bread, you know. Its price is 12 dollars, the food is really kind of good, the servers are nice and it's a cafes place.
extra_high-VanessaMurdock-cheap_recommend-3	6.333	n/a	n/a	n/a	n/a	6.333	I am sure you would like Amy's Bread, it's one of my favourite places, you know. Its price is around 12 dollars. The food is just good. It's in Midtown West and a cafes restaurant with nice servers.
extra_high-VanessaMurdock-italianwestvillage_compare3-2	5.333	n/a	n/a	n/a	n/a	6.000	I would recommend John's Pizzeria, Da Andrea and Uguale, wouldn't you? Da Andrea has great servers and the atmosphere is acceptable. Uguale has nice atmosphere. Actually, the service is good, even if its price is 33 dollars. Even if John's Pizzeria just has poor atmosphere, its price is around 20 dollars. The servers are friendly.
extra_high-VanessaMurdock-italianwestvillage_compare3-3	6.333	n/a	n/a	n/a	n/a	5.667	I am sure you would like John's Pizzeria, Da Andrea and Uguale. Basically, Da Andrea features good staff, the servers are great, and the ambiance is acceptable. Uguale has nice ambience. Even if its price is 33 dollars, the service is friendly. Even if John's Pizzeria has poor atmosphere, its price is 20 dollars. Actually, the service is adequate.
extra_low-KashiVishwanath-eastvillagejapanese_compare2-4	2.500	n/a	n/a	n/a	n/a	3.333	Well, I think that Dojo has mediocre ambiance. On the other hand, Japonica doesn't feature nasty ambience.
extra_low-KashiVishwanath-eastvillagejapanese_compare2-5	1.500	n/a	n/a	n/a	n/a	3.333	It seems that Dojo doesn't have good ambiance. On the other hand, Japonica features satisfactory ambience.
extra_low-KashiVishwanath-french_compare3-4	2.500	n/a	n/a	n/a	n/a	5.000	Daniel is costly. Aureole features beautiful ambience. I think that Daniel and Aureole are the only restaurants that are any good.
extra_low-KashiVishwanath-french_compare3-5	3.000	n/a	n/a	n/a	n/a	4.667	Right, Daniel's price is 82 dollars. Aureole, however, features marvelous waiters. I might recommend Daniel and Aureole.
extra_low-KashiVishwanath-upperwestsideasian_compare2-4	3.833	n/a	n/a	n/a	n/a	5.000	Well, right, Lemongrass Grill, which doesn't feature good ambience, is a thai restaurant. Monsoon, on the other hand, has acceptable ambiance.
extra_low-KashiVishwanath-upperwestsideasian_compare2-5	2.833	n/a	n/a	n/a	n/a	2.667	It seems to me that Lemongrass Grill has mediocre ambiance. Monsoon doesn't, however, feature nasty ambience.
extra_low-KashiVishwanath-upperwestsideasian_recommend-4	1.333	n/a	n/a	n/a	n/a	5.333	I mean, it seems that Ruby Foo's isn't as bad as the others.
extra_low-KashiVishwanath-upperwestsideasian_recommend-5	3.667	n/a	n/a	n/a	n/a	6.333	Ruby Foo's is the only restaurant that is any good.
extra_low-OwenRambow-cheap_recommend-4	4.000	n/a	n/a	n/a	n/a	6.333	Amy's Bread is the only restaurant that is any good.
extra_low-OwenRambow-cheap_recommend-5	2.500	n/a	n/a	n/a	n/a	5.667	Amy's Bread's price is 12 dollars. It isn't as bad as the others.
extra_low-OwenRambow-eastvillagejapanese_compare2-4	4.000	n/a	n/a	n/a	n/a	2.000	Well, I mean, Japonica's price is 37 dollars. However, Dojo doesn't feature nasty food.
extra_low-OwenRambow-eastvillagejapanese_compare2-5	1.667	n/a	n/a	n/a	n/a	1.333	Dojo doesn't feature nasty food. I mean, Japonica has acceptable ambience.
extra_low-OwenRambow-italianwestvillage_recommend-4	3.833	n/a	n/a	n/a	n/a	6.000	Well, I mean, John's Pizzeria is the only restaurant that is any good.
extra_low-OwenRambow-italianwestvillage_recommend-5	1.333	n/a	n/a	n/a	n/a	6.000	I think that John's Pizzeria isn't as bad as the others.
extra_low-OwenRambow-midtownwest_compare3-4	4.000	n/a	n/a	n/a	n/a	3.000	Daily Soup features mediocre ambience and rude staff. However, John's Pizzeria doesn't have unfriendly waiters. Err... I mean, John's Pizzeria and Daily Soup are the only restaurants that are any good.
extra_low-OwenRambow-midtownwest_compare3-5	4.167	n/a	n/a	n/a	n/a	5.000	Daily Soup doesn't feature good ambiance. However, John's Pizzeria has welcoming waiters. John's Pizzeria and Daily Soup are the only eating places that are any good.
extra_low-OwenRambow-midtownwest_recommend-4	3.500	n/a	n/a	n/a	n/a	4.667	Azuri Cafe's price is 14 dollars. It's the only restaurant that is any good.
extra_low-OwenRambow-midtownwest_recommend-5	2.667	n/a	n/a	n/a	n/a	6.667	Azuri Cafe is the only place that is any good.
extra_low-OwenRambow-upperwestsideasian_compare2-4	3.500	n/a	n/a	n/a	n/a	3.667	I think that Lemongrass Grill features mediocre ambience. Monsoon doesn't, on the other hand, have nasty ambiance.
extra_low-OwenRambow-upperwestsideasian_compare2-5	3.500	n/a	n/a	n/a	n/a	5.000	I think that Lemongrass Grill has poor ambiance. On the other hand, Monsoon doesn't feature nasty ambience.
extra_low-OwenRambow-upperwestsideasian_recommend-4	1.000	n/a	n/a	n/a	n/a	6.000	Flor De Mayo isn't as bad as the others.
extra_low-OwenRambow-upperwestsideasian_recommend-5	3.667	n/a	n/a	n/a	n/a	4.333	Flor De Mayo isn't as bad as the others with adequate staff.
extra_low-RachelOstrand-cheap_compare3-4	3.167	n/a	n/a	n/a	n/a	4.667	Joe's Shanghai features poor ambiance. On the other hand, Ferrara doesn't have nasty ambience. Ferrara, Mangia and Joe's Shanghai are the only restaurants that are any good.
extra_low-RachelOstrand-cheap_compare3-5	3.833	n/a	n/a	n/a	n/a	5.000	Although Joe's Shanghai's price is 23 dollars, it features poor ambiance while Mangia has acceptable ambience. Ferrara, Mangia and Joe's Shanghai are the only restaurants that are any good.
extra_low-RachelOstrand-eastvillagejapanese_compare2-4	2.000	n/a	n/a	n/a	n/a	5.000	Dojo doesn't have good ambiance. It seems that Japonica, on the other hand, features acceptable ambience.
extra_low-RachelOstrand-eastvillagejapanese_compare2-5	2.000	n/a	n/a	n/a	n/a	4.333	Japonica is a japanese and sushi restaurant while Dojo doesn't feature nasty food.
extra_low-RachelOstrand-eastvillagejapanese_recommend-4	2.833	n/a	n/a	n/a	n/a	6.333	Bond Street is the only restaurant that is any good.
extra_low-RachelOstrand-eastvillagejapanese_recommend-5	3.667	n/a	n/a	n/a	n/a	6.333	It seems that Bond Street is the only restaurant with friendly staff that is any good.
extra_low-RachelOstrand-french_recommend-4	2.833	n/a	n/a	n/a	n/a	5.667	Right, I mean, Le Marais is the only restaurant that is any good.
extra_low-RachelOstrand-french_recommend-5	1.833	n/a	n/a	n/a	n/a	6.333	Err... it seems to me that Le Marais isn't as bad as the others.
extra_low-RachelOstrand-midtownwest_recommend-4	4.833	n/a	n/a	n/a	n/a	5.667	It seems to me that Chanpen Thai is the only restaurant with acceptable ambience that is any good.
extra_low-RachelOstrand-midtownwest_recommend-5	4.000	n/a	n/a	n/a	n/a	6.000	Right, Chanpen Thai is the only eating house that is any good.
extra_low-RachelOstrand-upperwestsideasian_recommend-4	3.500	n/a	n/a	n/a	n/a	6.333	I think that River is the only restaurant that is any good.
extra_low-RachelOstrand-upperwestsideasian_recommend-5	1.500	n/a	n/a	n/a	n/a	6.667	I mean, River isn't err... as bad as the others, you know.
extra_low-VanessaMurdock-cheap_compare3-4	3.833	n/a	n/a	n/a	n/a	5.000	Dishes doesn't have good atmosphere. Joe's Shanghai, on the other hand, is low-cost. Joe's Shanghai and Dishes are the only places that are any good.
extra_low-VanessaMurdock-cheap_compare3-5	4.167	n/a	n/a	n/a	n/a	5.000	Right, I think that Dishes doesn't have good ambience. Joe's Shanghai, which features mediocre ambiance, is a chinese eating place. Its price is 23 dollars. There could be worse restaurants.
extra_low-VanessaMurdock-cheap_recommend-4	3.833	n/a	n/a	n/a	n/a	5.333	Amy's Bread, which is the only restaurant that is any good, isn't expensive.
extra_low-VanessaMurdock-cheap_recommend-5	1.167	n/a	n/a	n/a	n/a	5.667	I mean, Amy's Bread isn't as bad as the others.
extra_low-VanessaMurdock-italianwestvillage_compare3-4	2.333	n/a	n/a	n/a	n/a	3.333	Da Andrea is costly while John's Pizzeria doesn't feature nasty waiters. John's Pizzeria, Da Andrea and Uguale are satisfactory restaurants.
extra_low-VanessaMurdock-italianwestvillage_compare3-5	2.500	n/a	n/a	n/a	n/a	3.000	I mean, Uguale isn't cheap. On the other hand, Da Andrea features acceptable ambience. John's Pizzeria, Da Andrea and Uguale are satisfactory restaurants.
open_high-compare2-Acacia-Marinella-8	6.250	6.000	6.000	5.750	5.250	6.000	You want to know more about Acacia and Marinella? It seems to me that they're kind of outstanding, you know. Acacia, which features rather satisfactory food, is a bistro and french eating house and in Midtown while Marinella is an italian eating place and in Manhattan, you see?
open_high-compare2-Caffe_Cielo-Trattoria_Spaghetto-8	6.500	5.250	5.500	5.250	4.500	3.500	You want to know more about Caffe Cielo and Trattoria Spaghetto? I think that they're rather phenomenal eating places. Caffe Cielo, which provides kind of satisfactory food even if the atmosphere is somewhat second-rate, you know, is an italian restaurant. Trattoria Spaghetto, which features acceptable food although this eating house offers mediocre atmosphere, is an italian place, you see?
open_high-compare2-Ikeno_Hana-Menchanko-Tei-8	2.750	6.000	5.750	5.750	5.000	4.500	Let's see, Ikeno Hana and Menchanko-Tei... They're sort of outstanding. I think that Menchanko-Tei features kind of satisfactory food and it's a japanese and noodles restaurant, also this eating place is in the Upper West Side, you know, you see? On the other hand, Ikeno Hana is a japanese and sushi eating house.
open_high-compare2-Kin_Khao-Tossed-8	6.750	6.250	5.250	4.750	5.000	3.500	Let's see, Kin Khao and Tossed... They're phenomenal restaurants, aren't they? It seems to me that Kin Khao, which features rather ill-mannered service, is a thai eating house, you know. Tossed is a cafe eating place. Although the staff is somewhat sort of unmannerly, this restaurant provides satisfactory food.
open_high-compare2-Le_Rivage-Pintaile_s_Pizza-8	6.250	5.000	5.500	4.750	4.750	6.000	Did you say Le Rivage and Pintaile's Pizza? They're sort of outstanding restaurants, you know. Pintaile's Pizza's price is around 14 dollars, isn't it? It's located in the Upper East Side. I suppose Le Rivage is located in Manhattan. The ambiance is somewhat mediocre. This eating place's price is 40 dollars.
open_high-compare2-Les_Routiers-Radio_Perfecto-8	5.750	5.750	6.000	4.750	6.000	5.500	Let's see, Les Routiers and Radio Perfecto... I see, they're phenomenal eating houses, aren't they? I guess Radio Perfecto is somewhat kind of low-priced and the food is sort of satisfactory, also it's in the East Village. Although Les Routiers's price is 41 dollars, the food, however, is satisfying.
open_high-compare2-Mavalli_Palace-Once_Upon_A_Tart-8	5.250	5.250	5.000	5.250	4.750	5.500	Did you say Mavalli Palace and Once Upon A Tart? I see, it seems to me that Mavalli Palace's price is around 27 dollars, also it's located in Murray Hill and an indian eating place, you know and Once Upon A Tart is located in TriBeCa/SoHo, also it's a cafe and sandwich eating house, you see?
open_high-compare2-Old_San_Juan-Veselka-8	6.000	5.500	4.750	5.500	5.500	3.000	Let's see, Old San Juan and Veselka... I see, they're quite phenomenal eating houses, you know, alright? Old San Juan, which provides kind of unmannered staff, is in Manhattan and a latin american restaurant. Veselka, which features sort of unmannerly waiters, is in Manhattan.
open_high-compare2-Scopa-Shabu-Tatsu-8	6.250	4.750	5.250	4.750	5.750	4.000	You want to know more about Scopa and Shabu-Tatsu? I see, you would probably love them. I think that Scopa, which features kind of second-rate atmosphere, is an italian and new american eating place. Shabu-Tatsu, which offers sort of satisfactory service even if this restaurant provides quite mediocre atmosphere, is a japanese eating house, okay?
open_high-compare2-Soul_Fixins_-Walker_s-8	3.750	3.750	4.750	3.750	3.250	4.000	You want to know more about Walker's and Soul Fixins'? I see, Walker's, which is a bar snacks eating place, is rather low-priced, even if this eating house features sort of unmannered waiters okay? It seems that Soul Fixins' is a southern restaurant and the waiters are somewhat ill-mannered.
open_high-recommend-Cent_anni-8	6.000	4.250	3.750	4.250	3.250	4.000	Let's see, Cent'anni... I see, it's quite the best restaurant, isn't it? This eating place, which is in Manhattan, is an italian eating house. This restaurant, which provides rather second-rate atmosphere, is somewhat sort of high-priced.
open_high-recommend-Chimichurri_Grill-8	6.500	3.750	4.250	3.250	5.000	5.000	You want to know more about Chimichurri Grill? I believe you would love it, you know. I guess it's in Midtown West. Although this eating house's price is around 41 dollars, the food is rather satisfactory. This eating place, which provides kind of second-rate atmosphere, is a latin american restaurant, alright?
open_high-recommend-Edgar_s_Cafe-8	6.250	5.500	4.500	5.750	3.750	3.500	You want to know more about Edgar's Cafe? I see, it's the best. I think that its price is around 19 dollars, although this eating place features kind of ill-mannered service alright? This eating house, which provides quite second-rate atmosphere, is a cafe restaurant.
open_high-recommend-Flor_De_Mayo-8	6.000	5.750	4.500	3.750	3.250	2.000	Let's see what we can find on Flor De Mayo. I believe you would love it. It's a chinese and latin american eating house, you know. I guess this restaurant, which provides quite ill-mannered staff, is somewhat inexpensive, although this eating place features rather second-rate atmosphere okay?
open_high-recommend-Jin_Dal_Lae-8	3.750	5.000	4.750	3.000	2.000	3.000	You want to know more about Jin Dal Lae? I believe you would love it. It seems to me that its price is around 27 dollars, although the waiters are rather unmannered. This restaurant is a korean eating house, isn't it? Although the ambiance is somewhat second-rate, this eating place provides sort of satisfying food.
open_high-recommend-John_s_Pizzeria-8	4.250	3.500	2.500	2.750	2.000	2.500	Let's see what we can find on John's Pizzeria. I believe you would love it. I suppose it's an italian and pizza eating place, you know, okay? This eating house, which features quite ill-mannered waiters and rather second-rate atmosphere, is in Midtown.
open_high-recommend-Pepolino-8	5.500	4.750	2.750	6.250	3.250	4.000	Let's see, Pepolino... It seems that it's the only eating house that is any good, you know. Although the ambiance is mediocre, the waiters are somewhat sort of satisfying. This restaurant, which provides dainty food although this eating place is quite high-priced, is an italian restaurant, okay?
open_high-recommend-Pietro_s-8	4.250	6.000	5.250	6.000	3.750	1.500	You want to know more about Pietro's? I imagine you would appreciate it. The waiters are kind of satisfactory, although this restaurant provides sort of second-rate atmosphere alright? I suppose this eating place, which offers dainty food although this eating house's price is around 56 dollars, is in Midtown West, you know.
open_high-recommend-Trattoria_Rustica-8	6.500	6.250	6.000	6.250	4.750	4.500	You want to know more about Trattoria Rustica? I see, it's the best place of its kind. Even if it's somewhat rather high-priced, this eating place provides sort of satisfactory food, you see? It's an italian restaurant. This eating house, which features satisfying waiters although the atmosphere is quite second-rate, is located in Manhattan.
open_high-recommend-Vinnie_s_Pizza-8	5.000	4.000	2.250	2.250	3.500	1.500	You want to know more about Vinnie's Pizza? I see, it's sort of the best restaurant. It's located in Manhattan, isn't it? Although this eating place features unmannerly waiters, the food is somewhat kind of satisfying. Its price is 13 dollars. I suppose this eating house provides terrible ambience.
open_low-compare2-Acacia-Marinella-7	4.000	2.250	4.750	2.750	2.500	5.000	I mean, I might be darn wrong. Mmhm... err... I might suggest Acacia and Marinella. Acacia offers like, nice food, nice food, and Marinella is located in Manhattan.
open_low-compare2-Caffe_Cielo-Trattoria_Spaghetto-7	3.750	4.250	4.750	4.250	4.000	4.000	Mmhm... I mean, I am not sure. I might suggest Caffe Cielo and Trattoria Spaghetto. Err... Caffe Cielo provides nice food, it has bad atmosphere and Trattoria Spaghetto is an italian place, also it features... it offers like, poor atmosphere.
