id	avg.extra	avg.ems	avg.agree	avg.consc	avg.open	avg.naturalness	realization
random-RachelOstrand-eastvillagejapanese_recommend-8	6.333	n/a	n/a	n/a	n/a	6.000	I see, Bond Street is a japanese and sushi restaurant, isn't it? Its price is 51 dollars. It's costly. It has excellent food. It's one of my favourite places.
random-RachelOstrand-eastvillagejapanese_recommend-9	5.833	n/a	n/a	n/a	n/a	4.000	Well, ok, Bond Street is a japanese and sushi place. It isn't quite cheap! However, the food is excellent. It isn't as bad as the others, is it? Basically, it's the only restaurant that is any good.
random-RachelOstrand-french_recommend-10	6.167	n/a	n/a	n/a	n/a	6.000	It seems to me that Le Marais isn't as bad as the others. It's a french, kosher and steak house place. It has friendly servers, you know but it's somewhat expensive, you know!
random-RachelOstrand-french_recommend-11	5.500	n/a	n/a	n/a	n/a	5.667	Basically, actually, Le Marais is really costly, it's a really french, kosher and steak house place, you know and the servers aren't unfriendly. Basically, actually, it isn't as bad as the others, you know.
random-RachelOstrand-french_recommend-6	2.833	n/a	n/a	n/a	n/a	4.000	I see, err... Le Marais features really satisfactory ambiance, decent ambience. Err... it's one of my favourite eating places, it's the really best eating house.
random-RachelOstrand-french_recommend-7	5.167	n/a	n/a	n/a	n/a	1.667	I am sort of sure you would like Le Marais. The ambience is just acceptable and it's a rather french, kosher and steak house restaurant, it's a quite french, kosher and steak house eating house. Its price is 44 dollars, although it doesn't feature nasty waiters!
random-RachelOstrand-french_recommend-8	5.167	n/a	n/a	n/a	n/a	3.667	Ok, I mean, Le Marais is a quite french, kosher and steak house place, you know and the atmosphere isn't nasty, it has nice atmosphere. It has friendly service. It seems to me that the service is nice. It isn't as bad as the others, is it?
random-RachelOstrand-french_recommend-9	5.833	n/a	n/a	n/a	n/a	4.667	Well, it seems to me that I am sure you would like Le Marais. It has good food, the food is sort of rather tasty, the ambience is nice, the atmosphere isn't sort of nasty, it features rather friendly servers and its price is around 44 dollars.
random-RachelOstrand-midtownwest_recommend-10	5.000	n/a	n/a	n/a	n/a	2.667	I am sure you would like Chanpen Thai. I mean, the staff is adequate, it doesn't feature really nasty waiters, and the food is rather satisfactory with acceptable ambience.
random-RachelOstrand-midtownwest_recommend-11	5.000	n/a	n/a	n/a	n/a	6.333	Chanpen Thai is a thai restaurant and its price is 24 dollars. Basically, it's the only place I would recommend.
random-RachelOstrand-midtownwest_recommend-6	4.333	n/a	n/a	n/a	n/a	3.667	Right, I mean, Chanpen Thai has nice food, the food is adequate. This restaurant, which has friendly servers, is low-cost. I mean, it's one of my favourite places.
random-RachelOstrand-midtownwest_recommend-7	4.333	n/a	n/a	n/a	n/a	3.000	Yeah, Chanpen Thai is a quite thai place with kind of nice atmosphere. Its price is 24 dollars and the food is adequate with nice servers. It's the best, isn't it?
random-RachelOstrand-midtownwest_recommend-8	5.833	n/a	n/a	n/a	n/a	3.000	I see, actually, Chanpen Thai is just rather low-cost with really acceptable food. Actually, it has rather friendly staff, it features really adequate service. It isn't as bad as the others, it's the best.
random-RachelOstrand-midtownwest_recommend-9	4.167	n/a	n/a	n/a	n/a	3.667	It seems to me that I am sure you would like Chanpen Thai. It features passable food, satisfying food, doesn't it?
random-RachelOstrand-upperwestsideasian_recommend-10	3.333	n/a	n/a	n/a	n/a	2.667	Well, I mean, River features rather quite satisfying staff. I think that it's the only restaurant that is any good, it's the only eating house that is any good.
random-RachelOstrand-upperwestsideasian_recommend-11	4.833	n/a	n/a	n/a	n/a	5.333	River is the only place that is any good. The atmosphere is nice, isn't it? I think that it's a kind of thai and vietnamese restaurant. Basically, its price is 28 dollars.
random-RachelOstrand-upperwestsideasian_recommend-6	4.000	n/a	n/a	n/a	n/a	3.667	It seems that River isn't as bad as the others. It's a thai and vietnamese restaurant, a thai and vietnamese eating house, with rather acceptable ambience. Its price is 28 dollars, it isn't rather cheap.
random-RachelOstrand-upperwestsideasian_recommend-7	5.667	n/a	n/a	n/a	n/a	5.333	Well, it seems to me that River's price is 28 dollars, it has acceptable atmosphere, it features friendly servers and it has like, satisfactory food, adequate food. I mean, it isn't err... as bad as the others, I am sure you would like it.
random-RachelOstrand-upperwestsideasian_recommend-8	5.833	n/a	n/a	n/a	n/a	7.000	I am sure you would like River. It's one of my favourite places. The atmosphere is nice.
random-RachelOstrand-upperwestsideasian_recommend-9	4.500	n/a	n/a	n/a	n/a	3.000	Well, River features like, acceptable ambience, it just has kind of adequate staff, decent waiters, and the food is just satisfactory. It's like, the kind of best restaurant.
random-VanessaMurdock-cheap_compare3-10	5.333	n/a	n/a	n/a	n/a	5.000	I see, ok, Joe's Shanghai has really bad atmosphere, even if its price is 23 dollars, while Dishes is a new american place and the food isn't nasty. It seems to me that there could be worse places.
random-VanessaMurdock-cheap_compare3-11	4.333	n/a	n/a	n/a	n/a	4.333	I mean, Joe's Shanghai is a chinese place. The atmosphere is just bad. It has poor atmosphere. The food is just good. Basically, its price is 23 dollars. Dishes is a rather new american place. I mean, it's cheap, although the atmosphere is bad. The food is good. Basically, Joe's Shanghai and Dishes are rather acceptable places.
random-VanessaMurdock-cheap_compare3-6	4.833	n/a	n/a	n/a	n/a	4.000	Dishes has poor ambience, bad atmosphere, and it's a new american restaurant. Joe's Shanghai is a chinese place, a chinese eating place. Its price is 23 dollars, isn't it? Joe's Shanghai and Dishes are some of my favourite eating houses.
random-VanessaMurdock-cheap_compare3-7	6.000	n/a	n/a	n/a	n/a	6.000	Actually, Joe's Shanghai and Dishes are some of my favourite restaurants. Basically, Joe's Shanghai's price is around 23 dollars, Dishes features rather nice food, sort of tasty food, and it's a new american eating place.
random-VanessaMurdock-cheap_compare3-8	4.833	n/a	n/a	n/a	n/a	5.667	Yeah, basically, Joe's Shanghai is a kind of chinese restaurant, its price is 23 dollars, it has sort of nice food, Dishes features tasty food and it isn't expensive. Actually, I am sure you would like Joe's Shanghai and Dishes.
random-VanessaMurdock-cheap_compare3-9	5.333	n/a	n/a	n/a	n/a	4.667	Although Joe's Shanghai features nice food, it has poor ambience. Its price is around 23 dollars. Dishes is a new american eating place and the food is just kind of tasty. The ambiance is just kind of mediocre but it isn't expensive. Joe's Shanghai and Dishes are outstanding restaurants, great eating houses.
random-VanessaMurdock-cheap_recommend-10	4.333	n/a	n/a	n/a	n/a	3.333	Basically, Amy's Bread, which is the only place I would recommend, is just quite located in Midtown West, in Midtown West, with friendly servers, nice servers.
random-VanessaMurdock-cheap_recommend-11	5.500	n/a	n/a	n/a	n/a	4.333	I am sure you would like Amy's Bread. Its price is around 12 dollars and the food is good. This restaurant, which has nice servers, is a cafes place.
random-VanessaMurdock-cheap_recommend-6	3.667	n/a	n/a	n/a	n/a	6.000	I think that Amy's Bread isn't as bad as the others, it's the only restaurant that is any good.
random-VanessaMurdock-cheap_recommend-7	4.667	n/a	n/a	n/a	n/a	3.667	Right, I think that Amy's Bread, which doesn't feature kind of quite bad food, is in Midtown West. Basically, it's the only restaurant I would recommend.
random-VanessaMurdock-cheap_recommend-8	5.500	n/a	n/a	n/a	n/a	5.000	Ok, I mean, Amy's Bread, which is really inexpensive with tasty food, really nice food, is a kind of cafes eating place with kind of friendly staff. I mean, it's the only restaurant I would recommend.
random-VanessaMurdock-cheap_recommend-9	4.833	n/a	n/a	n/a	n/a	5.000	Ok, Amy's Bread features satisfactory waiters, doesn't it? It has really nice food, the food isn't really nasty, and its price is 12 dollars. It's the only restaurant I would recommend.
random-VanessaMurdock-italianwestvillage_compare3-10	5.000	n/a	n/a	n/a	n/a	5.333	I see, although Uguale has great servers, it's costly. The ambience isn't nasty. I mean, I think that John's Pizzeria, which has like, friendly service, is cheap. Da Andrea, on the other hand, features acceptable atmosphere with good waiters. John's Pizzeria, Da Andrea and Uguale are the only places that are any good.
random-VanessaMurdock-italianwestvillage_compare3-11	4.333	n/a	n/a	n/a	n/a	3.667	Da Andrea's price is 28 dollars and it has quite pleasant ambiance and great service. John's Pizzeria, which has friendly waiters, adequate service, is inexpensive. Uguale doesn't feature nasty ambience. The staff is quite nice. John's Pizzeria, Da Andrea and Uguale are some of my favourite restaurants, aren't they?
random-VanessaMurdock-italianwestvillage_compare3-12	5.833	n/a	n/a	n/a	n/a	5.667	Yeah, actually, Da Andrea features kind of pleasant ambiance with welcoming service, doesn't it? On the other hand, John's Pizzeria is rather inexpensive. Uguale just has kind of friendly waiters, outstanding staff, although its price is 33 dollars. Actually, this eating place just has rather acceptable ambience. They're some of my favourite restaurants.
random-VanessaMurdock-italianwestvillage_compare3-13	4.167	n/a	n/a	n/a	n/a	5.667	Da Andrea features acceptable ambiance. The waiters are somewhat friendly. John's Pizzeria is inexpensive. Uguale has welcoming staff, but it's costly though, this eating house's price is 33 dollars. The ambience is pleasant. These eating places are some of my favourite restaurants.
random-VanessaMurdock-italianwestvillage_compare3-14	6.500	n/a	n/a	n/a	n/a	6.333	You want to know more about Uguale, Da Andrea and John's Pizzeria? Great restaurants. Uguale has pleasant ambience. Although the service is friendly, actually, it's really pricey. It seems that Da Andrea has like, kind of helpful staff, and decent ambiance and John's Pizzeria has passable waiters, also its price is 20 dollars!
random-VanessaMurdock-italianwestvillage_compare3-15	5.167	n/a	n/a	n/a	n/a	5.667	It seems that I might recommend John's Pizzeria, Da Andrea and Uguale. Da Andrea has nice waiters with pleasant ambiance while John's Pizzeria's price is 20 dollars and it doesn't have unfriendly staff. Uguale has great waiters and decent ambience.
random-VanessaMurdock-italianwestvillage_compare3-16	6.667	n/a	n/a	n/a	n/a	7.000	You want to know more about John's Pizzeria, Da Andrea and Uguale? They're great restaurants. Uguale has outstanding service and acceptable atmosphere. Da Andrea has welcoming waiters, accommodating service. It's somewhat high-priced with pleasant atmosphere, you know. Basically, John's Pizzeria features friendly service. Its price is around 20 dollars.
random-VanessaMurdock-italianwestvillage_compare3-6	6.000	n/a	n/a	n/a	n/a	3.333	Although Uguale's price is 33 dollars, it features quite nice servers, the waiters are somewhat friendly. The ambience is acceptable! Actually, John's Pizzeria has satisfactory servers and it's inexpensive while Da Andrea has pleasant ambiance with helpful staff. John's Pizzeria, Da Andrea and Uguale are outstanding restaurants.
random-VanessaMurdock-italianwestvillage_compare3-7	3.500	n/a	n/a	n/a	n/a	4.000	Basically, actually, John's Pizzeria, Da Andrea and Uguale are the only places that are any good. John's Pizzeria's price is 20 dollars. Basically, Uguale, however, has good service with kind of nice atmosphere, doesn't it? Actually, Da Andrea has great service and it has kind of nice atmosphere, the atmosphere is just nice.
random-VanessaMurdock-italianwestvillage_compare3-8	5.000	n/a	n/a	n/a	n/a	5.333	I might recommend John's Pizzeria, Da Andrea and Uguale. John's Pizzeria is inexpensive. The service is welcoming. The staff is satisfying. Uguale features pleasant ambience. Even if it isn't cheap, the waiters are friendly. Da Andrea has nice service and its price is 28 dollars. The ambiance is decent. The atmosphere is satisfactory.
random-VanessaMurdock-italianwestvillage_compare3-9	5.333	n/a	n/a	n/a	n/a	5.333	I see, John's Pizzeria, Da Andrea and Uguale are the only restaurants that are any good, you know. Uguale has friendly staff, doesn't it? John's Pizzeria's price is 20 dollars and it has satisfactory waiters while Da Andrea features nice servers and its price is 28 dollars.
random-compare2-Acacia-Marinella-10	4.750	6.500	6.000	5.750	4.250	5.500	I am not kind of sure. Acacia offers really rather satisfying food and it's a bistro and french eating place and in Midtown. Marinella, however, is an italian eating house and located in Manhattan pal.
random-compare2-Acacia-Marinella-11	4.500	5.750	5.000	6.000	5.250	5.000	Let's see what we can find on Acacia and Marinella. Yeah, come on, I might suggest them. I mean, I guess Marinella has adequate food, also it's an it-it-italian restaurant, it's an italian place. However, Acacia offers like, acceptable food.
random-compare2-Acacia-Marinella-12	6.250	4.500	4.500	4.000	4.750	2.000	There could be worse restaurants! Marinella provides... the food is damn satisfying, you know. Acacia offers sort of acceptable food. It doesn't feature nasty food. It's in Midtown.
random-compare2-Acacia-Marinella-13	5.750	3.250	4.500	4.500	5.000	5.500	Let's see, Acacia and Marinella... Come on, well, I might recommend them! Ba-ba-basically, Marinella features... the food is satisfying, also it's an italian ea-eating place and in Manhattan, but Acacia provides like, ac-acceptable food.
random-compare2-Acacia-Marinella-14	2.000	5.000	4.250	4.250	3.750	4.000	Basically, Acacia and Marinella are alright. I suppose Acacia provides... the food is somewhat passable, but Marinella is located in Manhattan buddy.
random-compare2-Acacia-Marinella-15	1.750	4.250	4.250	3.750	3.000	3.500	I am not sure. I mean, Acacia is a bistro and french place and it provides rather adequate food, it offers like, decent food. Marinella, however, is an italian restaurant and located in Manhattan with passable food. Err... actually, I might advise them.
random-compare2-Acacia-Marinella-16	4.500	3.750	4.750	5.750	4.500	6.500	Actually, I believe Acacia and Marinella are bloody alright. Marinella is an italian place with rather adequate food but Acacia, which features like, quite acceptable food, is a bistro and french restaurant and in Midtown.
random-compare2-Acacia-Marinella-9	4.250	3.250	5.750	5.000	3.750	4.500	Basically, I believe Acacia and Marinella are damn alright. Marinella doesn't provide nasty food, also it's an italian restaurant, this eating house is an italian place, mate. On the other hand, actually, Acacia, which features kind of passable food, is a bistro and french eating place and in Midtown.
random-compare2-Caffe_Cielo-Trattoria_Spaghetto-10	4.000	6.000	4.000	5.250	4.000	5.000	Oh ok, Trattoria Spaghetto provides quite mediocre ambience. Although Caffe Cielo features sort of acceptable food, the ambiance is second-rate, you know. I might approve these eating houses.
random-compare2-Caffe_Cielo-Trattoria_Spaghetto-11	4.250	5.500	4.250	4.500	4.500	2.000	Right, although Trattoria Spaghetto has sort of adequate food, the ambience is bloody poor. Obviously, Caffe Cielo doesn't offer kind of nasty food, does it? You would probably like them.
random-compare2-Caffe_Cielo-Trattoria_Spaghetto-12	3.500	4.500	4.500	3.750	2.250	4.000	Well, yeah, I thought everybody knew that Caffe Cielo and Trattoria Spaghetto are the only restaurants that are any good. Trattoria Spaghetto, which offers really adequate food, is an italian place. Caffe Cielo is an italian place. Even if the ambience is poor, this restaurant provides like, decent food.
random-compare2-Caffe_Cielo-Trattoria_Spaghetto-13	5.750	4.000	3.500	4.500	2.500	2.500	I see, even if Trattoria Spaghetto has decent food, the ambiance is quite poor. It's an italian restaurant. Mmhm... actually, Caffe Cielo offers mediocre ambience, even if the food is sort of adequate. These eating houses are the only places that are any good, they're acceptable places.
random-compare2-Caffe_Cielo-Trattoria_Spaghetto-14	4.750	5.250	3.750	3.750	2.250	2.000	Trattoria Spaghetto, which has like, rather second-rate atmosphere, you know, is an italian restaurant. Mmhm... Caffe Cielo doesn't, on the other hand, offer kind of nasty food. I would consider them.
random-compare2-Caffe_Cielo-Trattoria_Spaghetto-15	5.250	4.250	4.750	4.250	2.750	4.000	I thought everybody knew that Trattoria Spaghetto offers mediocre atmosphere, but the food is satisfactory though, you know. I mean, it's an italian eating house. Caffe Cielo has second-rate atmosphere, although the food is really bloody acceptable. This restaurant is... it's an italian eating place.
random-compare2-Caffe_Cielo-Trattoria_Spaghetto-16	6.750	6.000	5.750	6.000	5.250	4.000	Did you say Trattoria Spaghetto and Caffe Cielo? Yeah, although Trattoria Spaghetto provides passable food, it offers mediocre ambience. Mmhm... although Caffe Cielo has satisfying food, acceptable food, the ambiance is just second-rate. It seems to me that this eating place is an italian restaurant. I might consider them!
random-compare2-Caffe_Cielo-Trattoria_Spaghetto-9	2.500	3.500	4.000	4.750	2.500	2.000	Caffe Cielo and Trattoria Spaghetto are sort of alright. Obviously, I mean, Caffe Cielo offers mediocre atmosphere, it just has satisfactory food though and Trattoria Spaghetto provides... the atmosphere isn't somewhat good.
random-compare2-Ikeno_Hana-Menchanko-Tei-10	4.500	5.500	5.250	5.500	5.000	4.500	Well, I suppose Menchanko-Tei offers sort of decent food. On the other hand, Ikeno Hana, which provides like, adequate food, is a japanese and sushi restaurant and located in Midtown. They're darn alright.
random-compare2-Ikeno_Hana-Menchanko-Tei-11	5.000	2.750	2.750	4.000	2.500	4.000	Ok, yeah, Ikeno Hana is a japanese and sushi place, also it's... this restaurant is located in Midtown, but Menchanko-Tei provides adequate food. It seems that they're damn alright, you see?
random-compare2-Ikeno_Hana-Menchanko-Tei-12	6.500	5.750	6.000	6.250	5.750	5.500	Let's see what we can find on Ikeno Hana and Menchanko-Tei. Yeah, oh Ikeno Hana is a japanese and sushi place! Menchanko-Tei, on the other hand, is a japanese and noodles restaurant and in the Upper West Side and the food is nice. Basically, I think that you would probably appreciate them, okay?
random-compare2-Ikeno_Hana-Menchanko-Tei-13	6.750	3.250	4.000	3.500	2.000	1.500	Oh gosh I mean, Ikeno Hana is located in Midtown. However, basically, Menchanko-Tei doesn't feature kind of nasty food!
random-compare2-Ikeno_Hana-Menchanko-Tei-14	4.500	6.250	5.750	4.500	5.250	5.000	I am not sort of sure! Basically, I suppose Ikeno Hana is located in Midtown. Menchanko-Tei is in the Upper West Side mate. It offers acceptable food. I would suggest these eating houses.
random-compare2-Ikeno_Hana-Menchanko-Tei-15	5.750	3.750	5.250	3.750	3.000	2.000	Ok, I mean, Menchanko-Tei is a japanese and noodles place and the food is bloody adequate. Mmhm... Ikeno Hana, however, is a japanese and sushi eating place, a japanese and sushi restaurant, and in Midtown, in Midtown, with passable food. Really outstanding eating houses.
random-compare2-Ikeno_Hana-Menchanko-Tei-16	5.750	4.750	5.750	5.500	4.250	5.000	You want to know more about Ikeno Hana and Menchanko-Tei? Right, yeah, Ikeno Hana is a japanese and sushi place and in Midtown while Menchanko-Tei is... it's a japanese and noodles eating place, and this eating house offers really sort of acceptable food.
random-compare2-Ikeno_Hana-Menchanko-Tei-9	4.500	5.500	5.500	6.250	4.750	6.500	Oh yeah, Menchanko-Tei provides quite decent food while Ikeno Hana is in Midtown with kind of passable food. Actually, you would probably appreciate them.
random-compare2-Kin_Khao-Tossed-10	2.250	5.500	4.500	4.500	4.250	5.000	I might be rather wrong. I might consider Kin Khao and Tossed. Tossed is a cafe eating house with quite satisfying food. Mmhm... although Kin Khao has satisfactory food, the service is kind of ill-mannered. I guess this restaurant is a thai eating place.
random-compare2-Kin_Khao-Tossed-11	6.000	6.250	5.000	5.750	4.500	3.500	Ok, oh gosh you would probably love Kin Khao and Tossed. Actually, Tossed provides like, decent food. Kin Khao, on the other hand, features really rude waiters.
random-compare2-Kin_Khao-Tossed-12	4.000	4.500	4.500	6.250	4.250	5.500	Mmhm... err... Kin Khao features like, unmannerly staff, while Tossed, which provides rather satisfying food, is a cafe restaurant. Basically, they're alright.
random-compare2-Kin_Khao-Tossed-13	4.750	6.000	3.750	4.000	3.250	1.500	Kin Khao and Tossed are bloody outstanding. Kin Khao just has rude staff. Tossed features sort of unmannered waiters, even if the food is somewhat quite adequate.
random-compare2-Kin_Khao-Tossed-14	4.000	4.000	5.500	4.750	5.000	5.500	Err... I am not really sure. Tossed offers kind of decent food. Mmhm... however, Kin Khao, which has quite ad-ad-adequate food, is a thai place. You would probably enjoy these restaurants.
random-compare2-Kin_Khao-Tossed-15	4.000	5.500	4.250	4.250	3.500	3.000	Mmhm... well, Tossed is a cafe restaurant with really satisfactory food, you know. Err... on the other hand, Kin Khao, which doesn't provide nasty food, is a thai eating place, you see?
random-compare2-Kin_Khao-Tossed-16	5.250	5.500	4.250	5.250	3.500	5.000	Yeah, right, I might advise Kin Khao and Tossed. Err... Kin Khao, which features bad service even if this restaurant provides adequate food, is a thai place, you know. I guess Tossed has bad waiters, but it offers nice food though.
random-compare2-Kin_Khao-Tossed-9	5.000	6.000	5.000	5.750	5.750	4.000	Come on, well, you would probably appreciate Kin Khao and Tossed. I think that Tossed is a cafe place, also the food is nice, but this restaurant provides bad service though. Err... basically, Kin Khao is a thai place, also the staff is rude.
random-compare2-Le_Rivage-Pintaile_s_Pizza-10	5.000	4.250	4.250	5.750	3.000	3.500	Yeah, I thought everybody knew that Le Rivage's price is around 40 dollars, it's located in Manhattan with kind of poor atmosphere, Pintaile's Pizza is located in the Upper East Side and its price is 14 dollars. They're... I would advise these restaurants, alright?
random-compare2-Le_Rivage-Pintaile_s_Pizza-11	2.250	3.750	4.500	2.750	3.500	6.000	Let's see, Pintaile's Pizza and Le Rivage... There could be worse restaurants. I mean, Pintaile's Pizza's price is 14 dollars. Err... Le Rivage, on the other hand, offers like, kind of poor ambience, and it's quite pricy.
random-compare2-Le_Rivage-Pintaile_s_Pizza-12	4.000	6.000	5.750	6.000	5.500	4.000	Oh Le Rivage is somewhat high-priced, also it has like, second-rate atmosphere, and this restaurant is in Manhattan. Pi-Pintaile's Pizza, which isn't expensive, is located in the Upper East Side. Basically, there... be worse places, these eating places are quite satisfactory eating houses.
random-compare2-Le_Rivage-Pintaile_s_Pizza-13	4.250	6.250	5.750	6.000	5.000	6.500	Ok, right, I thought everybody knew that Le Rivage and Pintaile's Pizza are... you would probably love them, okay? Pintaile's Pizza, which is in the Upper East Side, is rather cheap, inexpensive, while Le Rivage is in Manhattan and its price is 40 dollars.
random-compare2-Le_Rivage-Pintaile_s_Pizza-14	4.500	6.000	5.250	5.250	4.750	5.500	Mmhm... basically, Le Rivage's price is 40 dollars and it's in Manhattan with kind of poor atmosphere. Although Pintaile's Pizza's price is 14 dollars, actually, it provides like, bad atmosphere. This restaurant is in the Upper East Side.
random-compare2-Le_Rivage-Pintaile_s_Pizza-15	4.000	2.250	4.250	3.500	1.750	4.000	Obviously, ok, I might recommend Le Rivage and Pintaile's Pizza. Actually, I suppose Pintaile's Pizza's price is 14 dollars. Err... on the other hand, Le Rivage's price is 40 dollars.
random-compare2-Le_Rivage-Pintaile_s_Pizza-16	4.250	4.500	4.750	5.000	3.500	4.000	Actually, I am not sure mate. I might consider Le Rivage and Pintaile's Pizza. Pintaile's Pizza is damn cheap, Le Rivage is in Manhattan and the ambience is quite poor, also it's rather expensive, you see?
random-compare2-Le_Rivage-Pintaile_s_Pizza-9	1.750	3.500	5.250	4.000	2.750	5.500	Ok, right, Pintaile's Pizza is rather cheap. The atmosphere is bad, isn't it? I guess Le Rivage is in Manhattan, also its price is... it's expensive, you know.
random-compare2-Les_Routiers-Radio_Perfecto-10	6.000	6.250	5.500	5.500	5.500	4.000	Did you say Les Routiers and Radio Perfecto? Oh gosh basically, I suppose they're really outstanding. Les Routiers is just located in Manhattan with decent food. However, Radio Perfecto's price is 25 dollars, the food is passable and it's in the East Village.
random-compare2-Les_Routiers-Radio_Perfecto-11	2.000	4.250	5.000	3.250	2.500	3.000	Oh, although Les Routiers's price is around 41 dollars, the food is just acceptable. It seems that it's located in Manhattan. Radio Perfecto has like, satisfactory food, also its price is 25 dollars. I would consider them, they.
random-compare2-Les_Routiers-Radio_Perfecto-12	6.000	6.250	5.250	4.500	4.750	3.500	Yeah, I thought everybody knew that Radio Perfecto is in the East Village, it's located in the East Village, the food is quite decent and its price is around 25 dollars while Les Routiers provides adequate food. They're darn great.
random-compare2-Les_Routiers-Radio_Perfecto-13	3.500	5.250	5.500	6.500	5.250	6.000	Let's see what we can find on Les Routiers and Radio Perfecto. Basically, I guess you would like them. Radio Perfecto's price is 25 dollars and it has... the food is rather satisfactory. Les Routiers is mmhm... in Manhattan. Even if the food is somewhat satisfying, its price is 41 dollars.
random-compare2-Les_Routiers-Radio_Perfecto-14	5.000	3.750	4.250	3.500	3.000	2.500	I am not sure. Actually, I know you would adore Les Routiers and Radio Perfecto! Radio Perfecto features like, decent food, sort of adequate food. Obviously, on the other hand, Les Routiers is located in Manhattan.
random-compare2-Les_Routiers-Radio_Perfecto-15	2.750	5.750	5.750	5.000	3.750	5.000	I guess you would like Les Routiers and Radio Perfecto. Mmhm... Les Routiers offers like, really passable food. Basically, Radio Perfecto's price, on the other hand, is around 25 dollars and the food is adequate.
random-compare2-Les_Routiers-Radio_Perfecto-16	6.000	2.500	2.750	2.500	3.750	4.000	Oh ok, I would recommend Les Routiers and Radio Perfecto. Err... Radio Perfecto is affordable, also it features... the food is acceptable. Les Routiers's price is... it's damn expensive.
random-compare2-Les_Routiers-Radio_Perfecto-9	4.750	5.500	6.000	5.250	3.750	5.000	I see, yeah, Radio Perfecto, which has decent food, is darn low-cost. Basically, Les Routiers, on the other hand, offers quite adequate food. Great places.
random-compare2-Mavalli_Palace-Once_Upon_A_Tart-10	3.000	4.500	4.500	4.250	3.250	3.500	Actually, I might be quite wrong. It seems that you would probably like Mavalli Palace and Once Upon A Tart. Obviously, Once Upon A Tart isn't somewhat expensive. However, Mavalli Palace's price is 27 dollars.
random-compare2-Mavalli_Palace-Once_Upon_A_Tart-11	4.250	5.500	5.750	6.000	5.000	6.500	I don't know. I would suggest Mavalli Palace and Once Upon A Tart, you know. Mavalli Palace, which is an indian eating house and located in Murray Hill, is darn low-priced buddy. Once Upon A Tart is a cafe and sandwich restaurant. Mmhm... it's located in TriBeCa/SoHo.
random-compare2-Mavalli_Palace-Once_Upon_A_Tart-12	4.250	5.750	4.500	4.750	4.750	4.500	Err... I am not sure. It seems that Mavalli Palace and Once Upon A Tart are like, fantastic places. I mean, Once Upon A Tart is somewhat cheap and it's in TriBeCa/SoHo while Mavalli Palace's price is 27 dollars and it's in Murray Hill, in Murray Hill.
random-compare2-Mavalli_Palace-Once_Upon_A_Tart-13	4.750	4.500	5.000	5.750	4.500	5.500	Did you say Mavalli Palace and Once Upon A Tart? Mmhm... I suspect you would enjoy them. Obviously, err... Mavalli Palace is bloody low-cost. This restaurant, which is an indian place, is just located in Murray Hill. Once Upon A Tart is in TriBeCa/SoHo and a cafe and sandwich place.
random-compare2-Mavalli_Palace-Once_Upon_A_Tart-14	2.000	2.750	4.500	3.000	2.000	2.000	Oh ok, Mavalli Palace's price is around 27 dollars while Once Upon A Tart is in TriBeCa/SoHo and it isn't expensive, this eating place is somewhat inexpensive. Err... I would approve them.
random-compare2-Mavalli_Palace-Once_Upon_A_Tart-15	2.750	4.250	5.500	5.250	4.000	5.000	Let's see, Mavalli Palace and Once Upon A Tart... I see, ok, they're sa-sa-satisfactory restaurants. Ac-ac-actually, basically, Mavalli Palace's price is... its price is 27 dollars pal, but Once Upon A Tart is a cafe and sandwich eating house and located in TriBeCa/SoHo.
random-compare2-Mavalli_Palace-Once_Upon_A_Tart-16	6.250	4.500	4.500	4.000	5.500	7.000	You want to know more about Once Upon A Tart and Mavalli Palace? Right, mmhm... Once Upon A Tart is a cafe and sandwich restaurant and located in TriBeCa/SoHo. Mavalli Palace is just located in Murray Hill, also it's... it's an indian place, and it's sort of low-cost, you know. They're outstanding.
random-compare2-Mavalli_Palace-Once_Upon_A_Tart-9	4.250	6.000	5.250	6.250	5.500	6.500	Let's see what we can find on Mavalli Palace and Once Upon A Tart. Right, come on, Mavalli Palace is located in Murray Hill and an indian place, also its price is 27 dollars. Actually, Once Upon A Tart, however, is in TriBeCa/SoHo and it's damn cheap, you know. Acceptable restaurants.
random-compare2-Old_San_Juan-Veselka-10	3.500	4.250	3.500	2.750	3.500	3.500	Oh God oh gosh Veselka, which is in Manhattan, is an east european eating house with quite rude staff. I mean, Old San Juan offers unmannered service, also it's a latin american place, okay? These eating places are like, satisfactory restaurants.
random-compare2-Old_San_Juan-Veselka-11	2.500	5.500	3.250	4.750	5.250	1.500	Err... Old San Juan and Veselka are great. Actually, I suppose Old San Juan is a latin american place and in Manhattan, also it has rather bad staff. Veselka is an east european restaurant, also the waiters aren't somewhat good.
random-compare2-Old_San_Juan-Veselka-12	4.500	5.750	4.500	5.500	4.250	3.500	You want to know more about Veselka and Old San Juan? Obviously, oh Veselka has unmannerly waiters and it's located in Manhattan, also it's an east european eating place. Mmhm... err... Old San Juan features sort of unmannered staff, also it's in Manhattan and a latin american restaurant.
random-compare2-Old_San_Juan-Veselka-13	4.000	5.250	2.500	5.250	4.250	5.500	Come on, well, Veselka provides sort of unmannered service, doesn't it? Old San Juan, which features like, unmannerly service, ill-mannered waiters, you know, is a latin american restaurant and located in Manhattan.
