@relation 'ear-liwc-speech-act-mrc-weka.filters.unsupervised.attribute.Remove-R105-118-weka.filters.unsupervised.attribute.Remove-R16,109-546,552-574,580-607-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R118-122-weka.filters.unsupervised.attribute.Remove-R119-122'

@attribute word-per-sec numeric
@attribute voiced-time numeric
@attribute pitch-mean numeric
@attribute pitch-min numeric
@attribute pitch-max numeric
@attribute pitch-stddev numeric
@attribute pitch-slope numeric
@attribute int-mean numeric
@attribute int-min numeric
@attribute int-max numeric
@attribute int-stddev numeric
@attribute AOA numeric
@attribute BROWN-FREQ numeric
@attribute CONC numeric
@attribute FAM numeric
@attribute IMAG numeric
@attribute K-F-FREQ numeric
@attribute K-F-NCATS numeric
@attribute K-F-NSAMP numeric
@attribute MEANC numeric
@attribute MEANP numeric
@attribute NLET numeric
@attribute NPHON numeric
@attribute NSYL numeric
@attribute T-L-FREQ numeric
@attribute WC numeric
@attribute WPS numeric
@attribute Qmarks numeric
@attribute Unique numeric
@attribute Dic numeric
@attribute Sixltr numeric
@attribute Abbreviations numeric
@attribute Emoticons numeric
@attribute Pronoun numeric
@attribute I numeric
@attribute We numeric
@attribute Self numeric
@attribute You numeric
@attribute Other numeric
@attribute Negate numeric
@attribute Assent numeric
@attribute Article numeric
@attribute Preps numeric
@attribute Number numeric
@attribute Affect numeric
@attribute Posemo numeric
@attribute Posfeel numeric
@attribute Optim numeric
@attribute Negemo numeric
@attribute Anx numeric
@attribute Anger numeric
@attribute Sad numeric
@attribute Cogmech numeric
@attribute Cause numeric
@attribute Insight numeric
@attribute Discrep numeric
@attribute Inhib numeric
@attribute Tentat numeric
@attribute Certain numeric
@attribute Senses numeric
@attribute See numeric
@attribute Hear numeric
@attribute Feel numeric
@attribute Social numeric
@attribute Comm numeric
@attribute Othref numeric
@attribute Friends numeric
@attribute Family numeric
@attribute Humans numeric
@attribute Time numeric
@attribute Past numeric
@attribute Present numeric
@attribute Future numeric
@attribute Space numeric
@attribute Up numeric
@attribute Down numeric
@attribute Incl numeric
@attribute Excl numeric
@attribute Motion numeric
@attribute Occup numeric
@attribute School numeric
@attribute Job numeric
@attribute Achieve numeric
@attribute Leisure numeric
@attribute Home numeric
@attribute Sports numeric
@attribute TV numeric
@attribute Music numeric
@attribute Money numeric
@attribute Metaph numeric
@attribute Relig numeric
@attribute Death numeric
@attribute Physcal numeric
@attribute Body numeric
@attribute Sexual numeric
@attribute Eating numeric
@attribute Sleep numeric
@attribute Groom numeric
@attribute Swear numeric
@attribute Nonfl numeric
@attribute Fillers numeric
@attribute Period numeric
@attribute Comma numeric
@attribute Colon numeric
@attribute SemiC numeric
@attribute QMark numeric
@attribute Exclam numeric
@attribute Dash numeric
@attribute Quote numeric
@attribute Apostro numeric
@attribute Parenth numeric
@attribute OtherP numeric
@attribute AllPct numeric
@attribute ASSERTION numeric
@attribute COMMAND numeric
@attribute PROMPT numeric
@attribute QUESTION numeric
@attribute EXT.S numeric

@data
3.917616,228.2,253.99,55.31,599.84,81.73,210.53,63.67,54.36,83.73,5.07,341.151515,1866.165848,310.574202,602.561905,331.434014,6295.457524,14.415049,335.796117,372.33239,690.857143,3.418072,2.827027,1.212871,29667.737052,894,6.57,2.01,31.21,85.12,9.51,0,0,17.67,6.6,1.01,7.61,3.24,3.69,3.47,2.57,2.91,8.05,5.15,3.8,2.68,0.22,0.22,1.01,0,0,0.22,10.07,2.91,2.13,3.02,0.11,2.13,0.78,2.57,0.34,1.68,0.34,11.19,1.9,8.61,0,0.11,0.56,3.69,3.36,18.12,0.78,1.12,0.45,0,4.36,4.92,2.8,1.9,0.56,0.22,1.23,0.45,0.45,0,0,0,0.11,0.11,0.11,0,0.67,0.22,0.11,0.22,0.22,0,0,0.34,1.01,14.43,6.15,0,0,2.13,0,0,0,1.9,0,10.29,34.9,0.766667,0.02,0.066667,0.146667,3.5
1.483715,580.3,237.22,58.23,597.96,99.04,258.07,66.7,54.75,86,7,272.62963,1988.287386,318.402579,604.713881,338.423513,5915.060179,14.248399,329.512164,381.571843,599.571429,3.238335,2.580645,1.123077,30167.504425,861,9.26,1.74,33.91,82.46,7.78,0,0,18.35,8.59,1.28,9.87,3.6,2.67,1.63,1.39,1.86,11.61,1.51,1.97,1.28,0.46,0.12,0.7,0.23,0.23,0.23,7.9,0.81,2.44,3.25,0.12,3.25,0.12,2.67,0.35,1.97,0,11.96,2.79,7.67,0.46,0.35,0.12,4.65,4.88,16.38,1.28,3.95,1.05,0.58,7.2,5.11,2.56,1.28,0.7,0.35,0.23,1.28,0.7,0.46,0,0,0,0.23,0.23,0,2.09,1.05,0.23,0.58,0.23,0.23,0.12,1.51,0.35,9.64,3.02,0.12,0,1.74,0,0.12,0,2.32,0,7.78,24.74,0.76,0.03,0.06,0.15,3.75
3.836668,364.9,244.34,33.07,599.89,106.65,299.39,67.26,53.18,86.98,7.16,318.684211,2040.818677,313.429057,603.102244,334.79468,6298.25977,14.23295,335.43908,378.767159,648.40625,3.314955,2.60355,1.136719,29753.387997,1400,6.76,1.43,30.93,79.93,7.57,0.93,0,19.21,8.07,1,9.07,3.79,2.36,2.43,2.29,4.07,7.07,2.5,3.71,2.64,0.86,0.14,1,0.21,0.21,0.14,9.21,1.64,3.36,2.57,0.07,2.07,0.71,1.93,0.5,0.93,0.36,9.5,1.21,7.36,0.21,0.07,0.36,3.43,3.21,17.57,1.86,3.79,1.21,0.29,4.93,4.86,1.29,1.57,1.07,0.21,0.5,1.86,0.29,0.36,0.29,0.93,0.14,0.57,0.43,0.14,0.71,0.21,0.29,0.07,0.14,0,0.07,1.36,0.43,15.86,6.64,0,0,1.64,0,0.07,0,6.5,0,2.21,32.93,0.76087,0.073913,0.06087,0.104348,4.25
4.043228,504.3,256.01,49.91,638.25,104.35,297.35,63.52,38.51,85.89,8.31,289.61,1793.989927,307.234508,600.832243,330.64188,6628.537797,14.11987,334.609611,375.443893,621.607143,3.507928,2.745544,1.195256,30059.900463,2039,9.44,1.96,28.35,78.13,12.21,0.1,0,16.72,4.9,1.03,5.93,2.99,4.56,3.38,3.04,3.58,7.99,1.62,3.83,2.65,0.74,0.15,1.18,0.2,0.34,0.15,7.65,1.23,2.4,2.5,0.05,3.97,1.62,1.57,0.83,0.59,0,11.13,0.69,8.63,0.15,0.78,0.59,2.35,2.99,18.24,1.18,2.99,0.98,0.29,4.86,4.61,1.72,0.88,0.49,0.1,0.34,1.18,0.49,0.34,0.15,0.25,0.1,0.25,0,0.25,0.98,0.44,0.25,0.15,0.2,0.2,0.2,0.54,0.54,9.27,12.41,0,0,1.96,0,0.1,0,4.86,0,2.35,30.95,0.752174,0.026087,0.034783,0.186957,2
1.584421,1471.2,248.27,36.62,637.95,104.89,328.56,70.42,54.92,87.27,7.79,296.320611,1884.984112,309.621014,601.120902,331.098462,6664.578702,14.16581,333.714152,374.173283,630.688525,3.483125,2.783264,1.184902,30780.439464,2331,7.72,0.86,23.81,82.15,8.62,0,0,15.7,6.82,0.82,7.64,1.63,3.09,1.8,2.27,4.38,8.88,1.42,3.52,2.53,0.64,0.34,0.99,0.13,0.34,0.13,7.89,0.69,2.06,3,0.13,3.82,1.24,2.62,0.86,1.16,0.43,8.41,1.59,5.66,0.13,0.34,0.47,3.82,3.52,16.77,0.86,3.95,1.93,0.47,4.38,6.39,1.72,2.1,1.54,0.34,0.17,0.82,0.43,0.13,0.09,0.17,0.04,0.04,0.04,0,0.9,0.47,0.09,0.26,0.13,0.17,0.13,1.07,0.43,13.21,2.87,0.09,0,0.86,0.04,0.09,0,1.37,0,8.58,27.11,0.823353,0.062874,0.041916,0.071856,5
6.266667,187.5,235.41,74.65,589.88,73.3,201.92,61.06,35.68,85.11,6.62,281.636364,1997.339518,311.807415,602.243706,329.528701,7226.315207,14.346544,338.832258,372.273201,641.888889,3.275547,2.662602,1.144762,32142.35474,1175,6.32,1.19,31.32,80.6,7.49,0.68,0,17.19,8.26,1.45,9.7,1.36,2.21,2.89,3.15,4.77,9.02,1.62,2.21,1.87,0.6,0.26,0.34,0.09,0.17,0,7.06,1.45,2.13,2.47,0.09,2.98,0.85,2.64,0.85,1.02,0.34,7.57,1.36,5.11,0.26,0.09,0.6,3.66,4.34,18.55,0.85,4.51,2.04,0.51,4.77,4.26,1.19,1.79,0.85,0.34,0.68,0.77,0.68,0,0.09,0,0.17,0.43,0.34,0.09,1.02,0.51,0.17,0.43,0.09,0,0.09,0.6,0.68,17.36,7.49,0.6,0.09,1.19,0,0.09,0,5.53,0,5.62,37.96,0.827751,0.052632,0.047847,0.07177,4.125
0.76442,1439,225.06,16.06,646.67,116.12,368.04,68.97,15.68,86.19,7.42,266.467742,2018.856178,314.033543,604.678974,336.257436,6038.103908,14.401335,343.602479,380.729499,633.052632,3.241021,2.582121,1.130435,29483.427061,1100,10.38,0.64,29.91,84.73,8.18,0,0,21.82,7.91,1.73,9.64,5.45,3.64,3.73,2.91,2.64,9.45,0.91,5.09,3.82,1.27,0.18,1.27,0,0.45,0.36,9.27,1.36,2.82,3.18,0.73,1.91,0.91,2.45,0.73,1.45,0.18,14.09,2.09,10.82,0,0.18,0.91,3.18,4.18,20.09,1.18,3.82,1.18,0.27,4.82,5.27,1.45,2.18,0.91,0.64,0.73,0.55,0.36,0,0.09,0.18,0.36,0.09,0.09,0,0.45,0.27,0.09,0.09,0.09,0,0.18,0.64,0.55,9.64,11.55,0,0,0.64,0,0.09,0,5.27,0,3.55,30.73,0.86087,0.026087,0.034783,0.078261,4.125
2.459178,508.3,194.05,41.93,640.21,100.33,345.28,67.54,41.16,86.16,8.18,292.176471,1838.995686,319.64105,603.997235,341.229705,6084.836425,14.258853,326.169477,384.005769,626.945946,3.359635,2.672575,1.152861,28989.427523,1250,5.48,3.04,30.88,83.68,8.32,0.24,0,18.08,6.64,1.2,7.84,3.84,3.68,2.88,1.36,3.44,10.24,1.92,3.84,2.88,0.72,0.4,0.96,0.24,0.32,0,6.8,1.76,2,1.2,0.16,2.24,1.04,2.72,0.8,1.6,0.24,13.92,2,8.8,0.08,0.32,2.48,5.04,4.72,18.64,0.64,3.28,1.84,0.24,4,2.88,3.04,1.6,0.56,0.48,0.8,0.8,0.56,0,0,0.24,0.56,0.48,0.48,0,0.96,0.32,0.08,0.16,0.56,0,0.32,0.56,0.96,16.64,6.24,0.08,0,3.04,0,0,0,5.92,0,3.44,35.36,0.691358,0.106996,0.032922,0.168724,4.75
1.782909,636.6,237.77,42.93,644.36,103.71,319.03,66.24,54.31,86.12,6.31,302.292308,1888.424272,305.346939,603.441145,324.950159,6502.049808,14.163793,338.484674,370.959116,610.571429,3.352498,2.715072,1.171014,30343.127368,1135,14.93,1.85,29.34,81.15,9.6,0,0,15.68,5.9,0.26,6.17,3.08,0.97,3.52,2.64,3.61,9.69,2.91,3.44,3.17,0.88,0.18,0.26,0.09,0.09,0,8.11,1.32,2.11,2.38,0.26,1.76,0.7,1.85,0.53,1.23,0,7.22,1.94,4.32,0.18,0,0.53,2.64,2.38,19.21,1.06,2.2,0.97,0.26,4.93,3.96,1.76,2.11,1.59,0.44,0.18,1.5,0.26,0,0,1.23,0.79,0,0,0,0.88,0.53,0,0.35,0.18,0.26,0,2.03,1.32,5.99,8.72,0,0,1.94,0,0.09,0,3.79,0,23.79,44.32,0.755906,0.023622,0.047244,0.173228,3.875
2.87176,586.4,247.43,36.46,610.88,104.85,350.63,66.77,54.3,87.11,6.47,281.204724,1991.627173,320.415449,603.899453,342.153899,6555.092453,14.149057,325.174843,381.622857,654.684211,3.326493,2.679698,1.127892,30432.268041,1684,5.54,1.72,29.51,81.47,6.95,1.25,0,18.88,7.84,0.71,8.55,3.5,2.79,2.79,2.73,3.8,8.55,0.95,4.81,3.74,1.43,0.12,1.07,0,0.3,0.12,7.84,0.77,2.2,2.73,0.3,2.49,0.95,2.26,0.71,1.13,0.06,9.86,1.66,7.24,0.12,0,0.65,2.55,5.76,16.86,0.95,2.97,0.83,0.18,5.4,4.69,1.96,1.31,0.48,0.12,0.71,1.31,0.48,0.3,0.18,0.36,0.12,0.24,0.18,0.06,1.37,0.36,0.59,0.42,0,0.06,0.12,0.83,0.24,19.36,4.93,0.12,0,1.78,0,0.06,0,5.23,0,1.72,33.19,0.746313,0.070796,0.085546,0.097345,3.875
0.519273,874.3,226.24,31.29,648.8,124.24,290.53,68.73,55.22,86.98,6.46,324.516129,1713.088372,320.670241,601.400531,341.596817,6594.409722,13.9375,317.020833,381.289617,645,3.495475,2.726316,1.14455,30218.037594,454,454,0,49.56,83.26,8.81,0.44,0,16.08,4.63,1.32,5.95,4.19,2.86,3.3,3.96,5.51,9.25,1.76,4.41,2.42,0.22,0.44,1.98,0.22,1.1,0,6.61,1.1,0.88,1.98,0.44,1.32,1.1,2.64,1.1,1.32,0.22,11.45,1.32,8.37,0.88,0,0.66,3.52,5.07,16.52,0.22,3.74,1.32,0.22,3.3,4.85,1.98,1.32,0.44,0.88,0.66,1.54,0.66,0,0.88,0,1.1,0.66,0.44,0.22,2.2,1.1,0.66,0,0.44,0.22,1.1,0.88,0,0.44,0,0,0,0,0,0.22,0,6.17,0,7.93,14.76,0.888889,0.037037,0,0.074074,3.75
1.494984,707.7,235.76,32.88,614.73,108.79,261.22,71.05,54.07,86.82,7.83,288.366667,1881.948347,319.327606,603.673077,337.390271,5743.71988,14.095382,329.197791,381.35,660.588235,3.360672,2.711771,1.15752,27556.837235,1058,4.58,3.78,34.88,83.27,8.32,0.09,0,18.34,7.66,1.23,8.88,3.88,2.08,3.02,1.98,3.4,9.17,2.08,3.21,1.98,0.57,0,1.23,0.19,0.09,0.09,6.24,0.47,2.17,1.61,0.19,1.42,0.95,3.78,1.61,1.61,0.28,10.87,2.36,7.37,0,0.09,0.95,6.05,4.06,18.24,1.8,4.54,1.7,0.47,5.48,3.78,1.8,2.27,1.8,0.47,0.09,0.66,0.28,0.09,0.09,0.19,0.09,0.47,0.47,0,1.04,0.38,0.19,0.57,0,0,0.09,0,0.76,18.53,4.73,0.38,0,3.88,0,0.09,0,5.1,0,0,32.7,0.733051,0.029661,0.050847,0.186441,4.875
0.398627,1194.1,226.77,16.89,641.72,133.53,379.34,68.69,54.19,86.08,6.92,250.333333,1865.531915,315.931472,605.585427,337.344221,6264.528868,14.163972,327.845266,385.216495,603.285714,3.281879,2.524173,1.105882,28931.43038,476,3.58,3.57,45.59,81.93,5.46,0.84,0,17.02,6.72,1.47,8.19,2.94,2.31,2.52,2.52,5.46,6.3,2.31,5.04,3.15,0.63,0,1.89,0.21,0.21,0.21,9.24,0.63,2.73,2.52,0.63,1.26,1.26,3.99,2.31,1.26,0.42,11.34,1.68,6.72,0.21,0,2.52,4.41,4.62,15.55,0.84,3.99,1.05,0.42,4.41,3.78,1.89,1.89,0.84,0.21,0.84,0.63,0,0.42,0.21,0,0.63,0.21,0.21,0,0.63,0.63,0,0.21,0,0,0.21,0.63,0,26.05,3.78,0,0,3.57,0,0.21,0,5.25,0,0,38.87,0.746479,0.035211,0.098592,0.119718,2.625
1.084964,1211.1,248.98,45.63,622.9,115.5,324.09,69.82,22.57,87.19,9.04,290.465753,1843.263959,311.421245,602.031222,334.590544,5646.100405,13.938462,321.459919,377.871482,617.392857,3.38254,2.656447,1.156173,26863.805183,1314,5.39,3.65,33.71,79.98,9.97,0,0,17.88,6.7,1.37,8.07,4.19,1.9,3.88,1.6,2.74,7.84,2.51,5.1,3.73,0.76,0.38,1.37,0.15,0.53,0.3,8.98,1.67,2.51,1.9,0.61,2.66,0.68,2.74,1.6,0.84,0.3,10.65,1.22,7.69,0.08,0,1.22,2.51,3.42,19.33,0.99,2.82,0.91,0.08,4.34,3.96,2.05,0.68,0.23,0.15,0.38,0.53,0.46,0.08,0,0,0.15,0.23,0.15,0.08,0.84,0.53,0.08,0.15,0.38,0,0.08,0.38,0.61,15.3,1.52,0,0,3.65,0,0.46,0,6.85,0,1.52,29.3,0.742308,0.034615,0.023077,0.2,4.875
3.262643,490.4,250.9,36.84,636.64,100.58,305.94,67.89,54.17,87.72,7.48,310.53211,1716.670228,310.757692,598.00299,333.514585,6435.289509,13.703851,312.424967,368.796163,647.574468,3.737524,3.014771,1.292963,28414.386202,1600,5.37,2.19,35.38,77.19,13.81,0,0,13.44,4.62,1.38,6,2.12,2.12,3.56,2.25,4.69,8.31,2,4.19,3.12,0.38,0.56,1.06,0.12,0.38,0.19,7.69,1.38,2.38,1.75,0.38,2.69,0.62,3.81,0.94,1.5,0.75,9.19,1.62,5.88,0.25,0.12,0.5,4.12,2.44,15.12,1.56,3.69,1.44,0.38,5.81,4.31,1.62,1.5,0.88,0.06,0.62,0.88,0.38,0.12,0.06,0.31,0.19,0.31,0.31,0,1.81,0.88,0.12,0.44,0.44,0,0.12,0.12,0.31,16.81,5.38,0.38,0,2.25,0,0.25,0,4.81,0,1.12,31,0.753289,0.032895,0.092105,0.121711,4.25
8.284519,143.4,196.28,74.9,594.95,88.02,119.75,62.85,53.98,85.23,5.01,277.291139,1810.310121,317.680279,601.615083,336.714985,5484.888589,14.043127,329.221024,379.300508,621.666667,3.331288,2.636275,1.131957,25832.900883,1188,4.77,4.71,33.59,81.99,7.58,0.08,0,17.59,6.73,1.09,7.83,3.87,2.69,4.12,2.19,3.11,8.5,1.18,4.97,2.69,0.67,0.59,2.27,0.08,1.6,0.17,7.91,1.01,2.61,2.1,0.25,2.78,0.93,2.36,1.43,0.76,0.08,9.76,0.76,7.66,0.08,0,0.93,3.7,3.96,19.61,0.84,4.46,2.02,0.17,3.87,5.39,2.02,1.94,0.67,0.76,0.84,1.43,0.42,0.84,0.08,0.08,0.84,0.84,0.59,0.25,1.18,0.34,0.08,0.34,0.42,0,1.6,0.17,0,17.09,0.84,0,0,4.88,0,0.17,0,5.98,0,5.56,34.51,0.659176,0.074906,0.037453,0.228464,4.125
0.894993,1605.6,207.4,33.12,641.33,115.48,338.2,72.98,9.29,86.53,7.81,261.542553,1806.726544,324.255773,601.886165,346.338016,6392.951931,13.899921,324.340426,380.100909,643.425,3.375665,2.695801,1.139665,29869.792275,1437,6.81,2.71,30.06,81.77,8.07,0,0,16.21,5.98,1.39,7.38,2.99,3.62,2.71,1.32,5.08,8.98,1.67,6.26,2.51,0.84,0.49,3.76,0.07,3.13,0.07,4.24,0.7,0.97,1.53,0.35,1.53,1.04,2.71,0.84,1.53,0.07,12.32,1.74,8.07,0.28,0.77,1.04,3.76,5.08,15.17,0.35,4.52,1.46,0.7,3.83,4.24,2.23,1.04,0.35,0.28,0.49,1.67,0.56,0.42,0.42,0.35,0.7,0.21,0.14,0.07,4.11,0.49,2.09,1.32,0.21,0.14,3.13,0.7,0.28,13.57,3.13,0,0,2.85,0,0,0,1.6,0,17.26,38.41,0.76569,0.050209,0.008368,0.175732,4.125
1.388504,288.8,246.94,61.42,652.55,115.42,274.68,63.99,53.79,86.09,5.39,266.035714,1850.797368,321.269006,602.713467,338.982808,5400.946154,13.94359,319.358974,381.114458,622,3.362944,2.638484,1.175393,25226.694118,401,4.89,3.24,48.38,82.54,10.22,0,0,18.45,9.73,0.25,9.98,2.24,1.75,3.49,1.75,3.24,9.73,0.75,4.24,2.99,1.5,0.25,1.25,0,0.75,0,6.48,0.25,1.75,2.49,0,3.99,1,2.99,1.5,1.5,0,7.23,1.75,4.49,0,0.5,0.25,3.74,3.99,21.45,2,4.49,1.25,0.5,3.99,3.99,2,1,0.75,0.25,0.25,1,1,0,0,0,0.25,1,0.75,0.25,1.25,0.75,0.25,0,0.5,0.25,1,0,0.5,17.71,5.49,0,0,3.49,0,0,0,6.48,0,4.74,37.91,0.729412,0.023529,0.047059,0.2,3.625
2.036693,430.6,238.37,54.14,618.09,108.86,235.49,62.64,19.18,85.04,6.64,321.48,1969.185987,307.105556,602.990463,325.311989,7801.841076,14.050122,333.433985,369.97191,620.12,3.507784,2.800275,1.190898,34512.802649,877,5.85,2.74,38.43,84.15,11.06,0,0,15.51,5.82,0.68,6.5,2.85,3.19,2.51,2.51,4.68,12.2,1.25,4.33,2.96,0.46,0.46,1.37,0.23,0.11,0.11,9.46,1.6,2.74,2.74,0.11,3.19,1.14,2.39,1.37,0.8,0.23,9.46,1.37,6.84,0.11,0.68,0.11,3.42,4.22,15.74,0.46,3.99,1.14,0.11,5.59,5.47,2.28,3.19,1.48,0.8,0.91,0.57,0.46,0,0.23,0,0.57,0.11,0,0.11,0.46,0,0,0.23,0.11,0.11,0,0.68,0.46,14.82,3.99,0,0,2.74,0,0.23,0,5.13,0,2.74,29.65,0.720779,0.038961,0.064935,0.175325,2.75
1.928058,69.5,229.96,69.8,598.5,111.67,278.54,64.74,55.24,84.83,5.41,353,2008.868852,304.066667,603.53271,321.925234,4488.547619,14.119048,320.452381,373.09901,529.25,3.28125,2.529412,1.15748,22873.163793,134,3.44,3.73,55.22,86.57,5.97,0,0,22.39,7.46,0,7.46,5.97,4.48,1.49,8.21,0.75,5.22,0.75,1.49,0.75,0,0,0.75,0.75,0,0,3.73,0,1.49,0.75,0,2.99,1.49,5.22,0,5.22,0,15.67,5.22,10.45,0,0,0,2.99,9.7,17.16,2.24,2.24,0.75,0,3.73,1.49,3.73,1.49,1.49,0,0,0.75,0.75,0,0,0,0,0,0,0,1.49,1.49,0,0,0,0,0,1.49,0.75,26.87,5.22,0,0,3.73,0,0,0,5.22,0,4.48,45.52,0.634146,0.02439,0.195122,0.146341,1.625
0.53086,312.7,215.42,42.89,600.15,112.25,265.06,61.86,34.44,86.49,5.7,308.555556,1973.807947,303.827338,603.807143,328.05,7191.907895,14.434211,342.407895,374.26087,500,3.23871,2.57931,1.100671,32651.458333,166,5.03,5.42,59.04,86.14,7.23,0,0,19.28,5.42,2.41,7.83,4.82,4.22,1.2,3.01,4.82,13.25,0.6,2.41,0.6,0,0,1.81,0.6,0.6,0,9.04,1.2,3.01,0.6,1.2,3.01,0.6,2.41,1.2,1.2,0,14.46,1.81,11.45,0,0,1.2,4.22,6.63,15.66,1.2,3.61,0.6,1.81,3.61,3.01,3.61,1.81,1.2,0.6,0,1.81,0,0.6,1.2,0,0.6,1.2,0.6,0.6,0,0,0,0,0,0,0.6,0,0,15.66,3.61,0,0,6.02,0.6,0,0,3.01,0,10.84,39.76,0.486486,0.108108,0.135135,0.27027,3.875
2.973712,658.1,201.96,32.55,650.4,118.9,252.41,68.23,52.01,86.11,7.07,285.372093,1826.890503,316.04905,601.832231,336.176188,6213.392544,14.146382,331.088268,374.259537,662.219512,3.411607,2.704327,1.154018,28983.840118,1957,7.59,1.33,28.26,78.69,8.74,0,0,17.78,5.42,2.04,7.46,5.11,2.55,2.81,1.64,4.04,9.35,1.58,4.39,2.66,0.82,0.51,1.74,0.2,1.18,0.05,7.51,1.12,1.99,2.2,0.31,2.71,0.72,1.79,0.61,0.72,0.26,11.75,1.18,9.86,0.15,0,0.26,2.76,4.96,16.66,0.61,5.21,2.25,0.41,4.65,4.91,1.74,1.69,0.61,0.26,0.82,0.92,0.36,0.36,0.26,0.05,0.61,0.31,0.05,0.26,1.43,0.36,0.56,0.41,0.1,0.1,1.07,0.56,0.05,12.06,7.61,0,0,1.38,0,0.1,0,4.19,0,1.53,26.88,0.769811,0.045283,0.05283,0.132075,4.125
2.058394,205.5,234.79,60.11,595.78,99.25,224.62,61.79,39.6,86.25,6.37,241.882353,2136.174263,320.025937,605.240793,337.13881,5594.856764,14.501326,343.986737,385.610465,642.333333,3.249344,2.59887,1.128,28398.006192,423,9.4,0,43.5,87,7.8,0,0,19.62,11.35,0.71,12.06,2.13,2.84,4.26,2.84,1.18,8.04,1.42,4.26,2.84,0.71,0,1.42,0,0.47,0,8.75,1.42,2.13,3.78,0.24,2.13,1.18,2.13,0.47,1.42,0.24,10.17,2.36,6.15,0.47,0.24,0.71,2.84,7.09,16.78,0.95,2.6,0.95,0.71,6.38,5.2,3.07,0.95,0.95,0,0,0.47,0,0.24,0.24,0,0.95,0.24,0.24,0,0.47,0.24,0.24,0,0,0.24,0.24,1.18,1.42,11.35,10.87,0.24,0,0,0,0,0,4.96,0,2.84,30.26,0.916667,0.020833,0.0625,0,4.875
2.472899,636.5,197.33,49.6,652.05,110.93,289.32,68.4,54.43,85.81,7.52,280.894231,1863.898725,312.867954,604.420213,333.072188,6198.250525,14.263121,333.555633,379.218898,659.903226,3.282264,2.602494,1.136977,29153.195367,1574,10.15,2.48,27.06,85.32,9.09,0,0,17.79,6.67,0.64,7.31,3.81,3.3,3.43,4.89,3.81,8.39,1.65,6.23,4.26,0.83,0.25,1.97,0,0.89,0.25,7.43,1.59,1.4,2.22,0.13,1.33,1.4,2.29,0.7,1.4,0.06,11.5,1.72,7.88,0.44,0.25,0.76,2.73,3.11,19.7,1.4,2.92,0.83,0.25,3.88,3.56,2.16,1.97,1.33,0.38,0.32,0.83,0.13,0.51,0,0.19,0.32,0.32,0.32,0,1.14,0.44,0.44,0.19,0.06,0,0.76,1.21,1.33,7.56,9.21,0.06,0,2.54,0,0.19,0,4.57,0,31.32,55.46,0.703349,0.028708,0.07177,0.196172,5
1.146411,594.9,218.48,27.7,627.62,118.09,284.6,64.56,37.7,86.21,7.63,257.767442,1650.232945,314.74223,601.607595,337.971067,5967.974235,13.84058,312.516908,375.441729,597.24,3.292994,2.631119,1.115894,27444.663748,682,4.77,3.81,38.12,80.06,6.16,0.15,0,13.05,4.84,1.91,6.74,2.79,1.61,4.55,2.05,4.4,7.18,2.35,6.16,2.49,0.44,0.59,3.67,0,2.35,0.59,6.45,0.29,1.17,1.91,1.03,2.2,0.88,2.05,0.44,1.17,0.15,10.12,1.76,6.45,0.15,0,1.17,2.93,4.55,18.77,0.44,3.81,1.32,0.29,2.2,5.87,3.67,1.76,0.59,0.29,1.17,0.44,0,0.44,0,0,0.73,0.29,0.29,0,1.03,0.59,0.15,0.29,0,0,1.91,0.29,0.15,18.48,6.01,0,0,3.96,0,0.29,0,1.47,0,9.97,40.18,0.705882,0.058824,0.045752,0.189542,4.5
3.959297,324.3,178.31,24.7,631.19,117.19,293.75,66.91,53.33,86.94,6.64,280.029412,1767.057823,313.661682,600.957643,338.715867,6775.623032,14.059652,325.942005,374.464734,631.228571,3.435458,2.782098,1.163437,32044.740444,1284,11.17,0.23,34.03,79.28,10.83,0,0,18.93,4.52,1.48,6,2.8,5.76,3.04,1.09,3.97,10.2,2.02,4.05,2.8,1.01,0.31,1.25,0,0.62,0.16,6.15,1.09,1.4,2.02,0.31,3.43,0.39,2.73,0.86,1.4,0.31,13.4,1.56,10.28,0.31,0,0.7,4.05,5.45,14.8,1.25,3.74,1.79,0.47,5.84,4.44,1.56,1.32,0.47,0.16,0.78,2.1,0.23,1.56,0.16,0.16,0.55,0.7,0.7,0,0.78,0.31,0.39,0,0.08,0.16,0.31,0.78,0.23,9.42,7.87,0,0,0.23,0,0.08,0,4.75,0,6.39,28.74,0.903226,0.008065,0.024194,0.064516,3.625
